"id","child_age","age","sex","education","race","latino","metropolis","employment","employment_type","partner_in_house","n_of_children","work_hours","day","day_off","elderly_care","childcare","sleep","insomnia","getting_ready","in_house","in_garden","vehicles","time_with_children","school_children","doctor_children","work","hobby_income","courses","shopping","services","departments","free_time","culture","sport","watching_sport","religion","phone","travel","any_children","earnings"
1027,2,29,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",2,NA,"saturday",FALSE,NA,715,450,0,60,15,0,0,125,0,0,0,0,0,280,0,0,290,0,0,0,0,0,100,1,550
1028,5,41,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",2,40,"thursday",FALSE,NA,260,420,0,30,0,0,0,85,0,0,465,0,0,0,0,0,125,0,0,0,0,0,60,1,305
1029,3,39,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"tuesday",FALSE,NA,60,440,0,40,0,0,0,30,0,0,520,0,0,0,0,0,210,0,0,0,0,0,50,1,2884.61
1030,14,51,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","no partner",2,40,"tuesday",FALSE,NA,0,480,0,130,0,0,0,0,0,0,669,0,0,0,0,0,99,0,0,0,0,0,12,1,1136
1031,16,59,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",1,NA,"monday",FALSE,NA,0,570,0,0,0,0,0,0,0,0,0,0,0,30,0,0,720,0,0,0,0,0,20,1,NA
1032,NA,75,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,330,240,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,40,0,NA
1033,NA,64,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"friday",FALSE,NA,0,838,0,0,15,0,0,0,0,0,0,0,0,30,0,0,345,0,0,0,0,0,30,0,NA
1034,NA,57,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,540,0,60,0,0,0,0,0,0,300,0,0,0,0,0,192,0,0,0,0,0,48,0,NA
1035,11,46,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",4,40,"monday",FALSE,345,15,440,0,20,0,0,0,150,0,0,60,0,0,60,0,0,0,0,60,0,0,0,285,1,1846.15
1036,1,37,"F","tertiary","white","latino","metropolis","not in the labor force",NA,"partner",1,NA,"monday",FALSE,NA,580,530,0,30,30,0,0,240,0,0,0,0,0,90,0,0,148,0,0,0,0,15,80,1,NA
1037,NA,71,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,600,0,60,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,120,0,NA
1038,NA,32,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,40,"sunday",FALSE,NA,0,635,0,70,30,0,0,0,0,0,20,0,0,66,0,0,170,0,0,0,0,0,74,0,646
1039,5,37,"F","tertiary","asian","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"thursday",FALSE,NA,98,960,0,15,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
1040,NA,55,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,41,"friday",FALSE,NA,0,375,0,75,0,0,0,0,0,0,450,0,0,45,0,0,55,0,75,0,15,12,110,0,858.35
1041,NA,73,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,450,0,30,30,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,NA
1042,NA,58,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"wednesday",FALSE,NA,0,540,0,60,0,240,0,0,0,0,0,0,0,0,0,0,320,0,120,0,0,0,10,0,NA
1043,12,53,"M","secondary","black","non-latino","metropolis","employed","full-time","no partner",2,40,"sunday",FALSE,NA,720,720,0,30,220,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,120,0,40,1,600
1044,NA,24,"M","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,20,"sunday",FALSE,NA,0,510,60,0,0,0,0,0,0,0,315,0,0,10,0,0,445,0,0,0,0,0,70,0,225
1045,NA,32,"F","tertiary","white","latino","metropolis","employed","full-time","no partner",0,45,"saturday",FALSE,NA,0,465,0,45,0,0,0,0,0,0,0,0,0,200,7,0,368,0,0,0,0,0,95,0,1644.23
1046,NA,23,"M","secondary","white","latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,0,0,0,60,0,0,220,0,90,0,0,0,65,0,560
1047,1,34,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",3,68,"saturday",FALSE,NA,0,150,0,15,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,30,1,1600
1048,NA,21,"F","secondary","white","latino","non-metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,485,0,45,0,0,0,0,0,0,515,0,0,50,0,0,180,0,0,0,0,0,70,0,276.92
1049,4,29,"F","primary","white","latino","metropolis","not in the labor force",NA,"partner",3,NA,"saturday",FALSE,NA,780,600,0,0,240,0,0,0,0,0,0,0,0,180,0,0,240,0,0,0,0,0,55,1,NA
1050,NA,62,"M","secondary","white","non-latino","metropolis","employed","half-time","partner",0,20,"monday",FALSE,NA,0,390,60,0,0,0,0,0,0,0,60,0,0,0,0,0,690,0,0,0,0,0,20,0,576.92
1051,4,31,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"monday",FALSE,NA,536,480,0,0,55,0,0,231,0,0,0,0,0,0,0,0,403,0,0,0,0,0,32,1,NA
1052,8,21,"F","secondary","black","non-latino","metropolis","unemployed",NA,"no partner",1,NA,"tuesday",FALSE,NA,0,585,0,40,0,0,0,0,0,0,0,0,530,25,0,0,0,0,0,0,0,0,130,1,NA
1053,NA,72,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,NA
1054,NA,56,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,55,"thursday",FALSE,NA,0,474,0,20,48,0,0,0,0,0,555,0,0,0,0,0,85,0,0,0,0,0,90,0,NA
1055,NA,68,"M","secondary","black","non-latino","metropolis","employed","half-time","no partner",0,12,"saturday",FALSE,NA,0,487,0,15,260,0,0,0,0,0,120,0,0,80,0,0,0,0,0,0,0,0,130,0,72.5
1056,NA,69,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,450,0,65,243,30,0,0,0,0,0,0,0,0,0,0,315,0,30,0,0,30,0,0,NA
1057,NA,60,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,43,"wednesday",FALSE,NA,0,340,30,60,0,0,0,0,0,0,545,0,0,45,0,0,250,0,0,0,0,0,65,0,1125
1058,NA,69,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,315,0,75,45,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,NA
1059,1,25,"F","secondary","white","latino","metropolis","unemployed",NA,"no partner",2,NA,"sunday",FALSE,80,745,575,0,0,0,0,0,120,0,0,0,0,0,0,0,0,270,0,0,0,90,0,95,1,NA
1060,0,28,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"saturday",FALSE,NA,375,663,0,0,60,0,0,402,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,1,NA
1061,NA,19,"M","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,840,0,45,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,300,0,NA
1062,12,41,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"sunday",FALSE,NA,780,600,0,60,255,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,1,NA
1063,6,41,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"sunday",FALSE,NA,230,540,0,0,135,0,0,35,0,0,0,0,0,180,0,0,180,0,30,0,0,0,30,1,1586.53
1064,1,41,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",1,18,"saturday",FALSE,NA,525,480,0,75,0,0,0,220,0,0,260,0,0,95,0,0,0,0,30,0,0,0,35,1,365
1065,12,44,"M","tertiary","white","non-latino","non-metropolis","employed","half-time","partner",2,4,"sunday",FALSE,30,0,475,0,10,0,0,0,0,0,0,595,90,0,70,0,0,30,0,0,0,0,0,140,1,946
1066,NA,67,"M","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,25,"sunday",FALSE,NA,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,90,0,0,0,45,0,225
1067,NA,54,"F","tertiary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,1160,0,30,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,60,0,NA
1068,NA,80,"F","primary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,30,45,0,NA
1069,16,16,"M","primary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",1,NA,"saturday",FALSE,NA,0,398,0,20,30,0,0,0,0,0,0,0,0,2,0,0,380,0,390,0,0,0,60,1,NA
1070,NA,63,"F","secondary","white","non-latino","metropolis","employed","half-time","no partner",0,25,"sunday",FALSE,NA,0,600,0,135,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,225,0,60,0,250
1071,NA,72,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,600,0,20,0,0,0,0,0,0,0,0,0,5,0,0,440,0,90,0,0,0,20,0,NA
1072,7,42,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,45,"sunday",FALSE,NA,440,600,0,45,15,0,0,0,0,0,150,0,0,90,0,0,350,0,0,0,0,0,10,1,2307.69
1073,8,35,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"tuesday",FALSE,NA,275,465,0,50,0,0,0,5,45,0,375,0,0,0,0,0,85,0,0,60,0,0,240,1,1296.15
1074,3,34,"M","tertiary","white","latino","metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,825,565,0,50,60,120,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,40,1,1076.92
1075,NA,61,"M","secondary","white","non-latino","non-metropolis","employed","half-time","no partner",0,20,"monday",FALSE,80,0,375,0,35,3,60,0,0,0,0,245,70,0,30,0,0,190,0,0,0,0,30,42,0,212.2
1076,0,40,"F","incomplete primary","white","latino","non-metropolis","not in the labor force",NA,"partner",4,NA,"saturday",FALSE,NA,825,353,0,60,235,0,0,170,0,0,0,0,0,85,0,0,170,0,0,0,90,0,110,1,NA
1077,NA,61,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,525,0,60,0,0,0,0,0,0,0,0,0,30,0,0,585,0,0,0,0,30,73,0,NA
1078,1,35,"M","primary","white","non-latino","metropolis","employed","full-time","partner",3,60,"tuesday",FALSE,NA,0,405,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,10,1,1560
1079,3,32,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,40,"tuesday",FALSE,NA,240,555,0,105,30,0,0,0,0,0,450,0,0,0,0,0,190,0,0,0,0,0,60,1,769.23
1080,NA,58,"M","secondary","black","non-latino","non-metropolis","unemployed",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,30,2,0,NA
1081,NA,80,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,513,0,85,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,77,25,0,NA
1082,NA,60,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,480,0,60,0,0,0,0,0,0,582,30,0,0,0,0,243,0,0,0,0,0,40,0,1223.2
1083,NA,52,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,50,"saturday",FALSE,NA,0,479,0,20,0,0,120,0,0,0,0,0,0,0,0,0,420,0,60,0,0,0,30,0,2403.84
1084,NA,36,"M","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,20,"sunday",FALSE,NA,0,645,0,75,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,90,120,10,0,170
1085,13,33,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",1,40,"sunday",FALSE,NA,0,660,0,0,60,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,1,615.38
1086,NA,68,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,NA
1087,NA,41,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,50,"tuesday",FALSE,NA,0,495,0,55,0,0,0,0,0,0,683,0,0,0,0,0,140,0,0,0,0,0,0,0,NA
1088,4,37,"F","primary","white","latino","metropolis","employed","full-time","no partner",2,40,"saturday",FALSE,NA,750,630,0,60,0,0,0,60,0,0,0,0,0,210,0,0,330,0,0,0,0,0,40,1,461.53
1089,0,28,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,40,"tuesday",FALSE,NA,120,465,0,15,30,0,0,720,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,1,769.23
1090,15,15,"M","primary","white","non-latino","non-metropolis","employed","half-time","no partner",1,10,"tuesday",FALSE,NA,0,570,0,10,0,0,0,0,0,0,0,0,395,0,0,0,211,0,0,0,0,0,54,1,100
1091,NA,37,"F","tertiary","black","non-latino","metropolis","unemployed",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,61,0,NA
1092,NA,68,"M","secondary","white","non-latino","metropolis","employed","half-time","partner",0,25,"sunday",FALSE,0,0,540,0,0,0,0,60,0,0,0,150,0,0,0,0,0,475,0,0,0,0,0,20,0,862.5
1093,15,46,"F","secondary","asian","non-latino","metropolis","employed","full-time","partner",2,36,"saturday",FALSE,NA,0,509,0,50,80,0,0,2,0,0,0,0,0,85,0,0,90,0,0,0,0,120,114,1,500
1094,NA,33,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,52,"sunday",FALSE,NA,0,525,0,50,40,0,0,0,0,0,0,0,0,60,0,0,300,0,0,0,0,0,65,0,1248
1095,NA,54,"F","tertiary","white","latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,465,0,110,0,0,0,0,0,0,485,0,0,20,0,0,25,0,70,0,0,30,150,0,1346.15
1096,1,28,"M","tertiary","white","latino","metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,375,405,0,60,60,0,0,250,0,0,0,0,0,90,0,0,0,0,0,0,0,0,120,1,1200
1097,17,17,"F","primary","white","non-latino","metropolis","employed","half-time","no partner",1,25,"thursday",FALSE,NA,0,720,0,60,0,0,0,0,0,0,0,0,204,0,0,0,190,0,0,0,0,0,10,1,198
1098,16,46,"F","secondary","white","latino","non-metropolis","employed","full-time","partner",1,40,"wednesday",FALSE,NA,0,570,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,20,1,653.59
1099,NA,67,"M","tertiary","white","non-latino","metropolis","employed","half-time","partner",0,20,"monday",FALSE,NA,0,570,0,0,120,30,0,0,0,0,0,0,0,0,0,0,170,0,180,0,0,0,100,0,923.07
1100,9,40,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,660,750,0,90,0,0,0,0,0,0,20,0,0,0,0,0,190,150,0,0,0,0,85,1,NA
1101,13,42,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",1,45,"friday",FALSE,NA,0,495,0,65,0,30,0,12,0,0,360,0,0,15,0,0,0,0,0,0,0,0,85,1,1057.69
1102,4,62,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"thursday",FALSE,NA,0,660,0,60,10,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,1,NA
1103,NA,65,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,600,0,60,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,90,0,10,0,NA
1104,10,37,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,104,500,0,0,0,0,0,133,0,0,90,0,0,0,0,0,370,0,0,0,0,0,137,1,2307.69
1105,NA,48,"F","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,34,"saturday",FALSE,NA,0,465,0,75,0,0,0,0,0,0,595,0,0,10,0,0,60,0,0,0,0,5,75,0,2359.2
1106,NA,63,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",0,60,"saturday",FALSE,NA,0,465,0,30,0,0,0,0,0,0,0,395,0,30,5,0,135,0,0,0,0,0,45,0,961.53
1107,NA,65,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",0,NA,"friday",FALSE,NA,0,390,0,90,0,60,0,0,0,0,425,0,0,0,0,0,220,0,0,0,0,0,88,0,76.92
1108,NA,58,"F","tertiary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,390,0,45,340,240,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,20,0,0,1307
1109,1,26,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",1,8,"sunday",FALSE,NA,510,530,0,90,0,0,0,140,0,0,0,0,0,60,0,0,225,0,0,0,0,0,20,1,46.15
1110,NA,65,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,NA,"tuesday",FALSE,NA,0,420,0,30,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,NA
1111,NA,79,"M","secondary","black","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,508,0,30,5,0,0,0,0,0,0,0,0,55,0,0,380,0,0,0,0,0,20,0,NA
1112,2,37,"M","tertiary","other","non-latino","metropolis","employed","full-time","partner",1,60,"saturday",FALSE,NA,312,318,0,20,0,0,0,285,0,0,60,0,0,105,0,0,120,0,0,0,0,0,182,1,1326.92
1113,16,77,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"wednesday",FALSE,NA,0,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,20,1,NA
1114,NA,77,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,465,0,75,0,285,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,NA
1115,NA,80,"F","tertiary","black","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,540,0,50,10,0,0,0,0,0,0,0,0,25,0,0,411,0,12,0,0,45,26,0,NA
1116,11,43,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,45,"saturday",FALSE,NA,210,600,0,60,60,0,0,97,0,0,0,0,0,30,20,0,294,0,0,0,0,0,54,1,307.69
1117,NA,64,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,600,0,15,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,20,20,0,NA
1118,3,39,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,49,"sunday",FALSE,NA,405,480,0,70,165,0,0,60,0,0,0,0,0,90,0,0,200,160,0,0,0,0,80,1,225.54
1119,NA,80,"F","tertiary","asian","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,360,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1120,NA,61,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,20,30,0,800
1121,NA,37,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"friday",FALSE,NA,0,470,0,60,0,0,0,0,0,0,445,0,0,10,0,0,185,0,0,0,0,0,60,0,591.2
1122,1,30,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",3,40,"saturday",FALSE,NA,330,375,0,30,90,0,0,530,0,0,0,0,0,90,0,0,130,0,0,0,0,0,10,1,620
1123,NA,31,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,60,34,0,1461.53
1124,15,15,"F","primary","black","latino","metropolis","not in the labor force",NA,"no partner",1,NA,"friday",FALSE,NA,0,533,0,125,0,0,0,0,0,0,0,0,390,0,0,0,300,0,0,0,0,2,40,1,NA
1125,NA,80,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,450,0,30,60,0,0,0,0,0,0,0,0,5,0,0,490,0,0,0,30,45,80,0,NA
1126,9,32,"M","primary","white","latino","metropolis","not in the labor force",NA,"no partner",2,NA,"thursday",FALSE,NA,10,660,0,90,0,60,0,80,60,0,0,0,0,0,0,0,210,0,30,0,90,0,60,1,NA
1127,5,34,"F","tertiary","black","non-latino","metropolis","employed","full-time","partner",1,37,"sunday",FALSE,NA,650,630,0,50,15,0,0,100,0,0,90,0,0,60,0,0,160,0,0,0,0,0,40,1,923.07
1128,5,31,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",1,35,"monday",FALSE,NA,150,640,0,0,0,0,0,55,60,0,240,0,0,0,0,0,210,0,0,0,0,0,40,1,280
1129,NA,46,"F","primary","white","latino","metropolis","employed","full-time","partner",0,48,"saturday",FALSE,NA,0,625,0,20,0,0,0,0,0,0,0,0,0,180,0,0,60,0,0,0,0,0,170,0,480
1130,1,29,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,45,"friday",FALSE,NA,110,410,0,30,0,0,0,155,0,0,545,0,0,0,0,0,120,0,0,0,0,0,100,1,1038.46
1131,1,34,"M","tertiary","black","non-latino","metropolis","employed","full-time","partner",2,50,"tuesday",FALSE,NA,0,375,0,60,0,0,0,0,0,0,870,0,0,0,0,0,30,0,0,0,0,0,60,1,850
1132,NA,36,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,660,0,60,0,0,0,0,0,0,0,0,0,55,0,0,60,0,180,0,0,0,35,0,1000
1133,NA,66,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,510,0,0,15,0,0,0,0,0,0,0,0,240,0,0,450,0,0,0,0,0,130,0,NA
1134,NA,59,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"friday",FALSE,NA,0,480,0,30,105,0,0,0,0,0,180,0,0,0,0,0,60,0,0,0,0,0,40,0,1061.53
1135,9,38,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",4,40,"saturday",FALSE,NA,150,510,0,0,0,0,0,25,0,0,295,0,0,0,0,0,520,0,0,0,0,0,45,1,290
1136,NA,64,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,60,"saturday",FALSE,60,0,540,0,45,380,0,0,0,0,0,30,0,0,0,0,0,215,0,0,0,0,0,0,0,2884.61
1137,NA,55,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"wednesday",FALSE,NA,0,538,0,90,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,120,0,NA
1138,NA,63,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"wednesday",FALSE,NA,0,510,0,60,0,0,0,0,0,0,450,0,0,0,0,0,210,0,0,0,0,0,0,0,2500
1139,NA,77,"F","primary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,965,0,10,3,0,0,0,0,0,0,0,0,45,0,0,152,0,0,0,0,0,125,0,NA
1140,NA,57,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,48,"wednesday",FALSE,NA,0,430,0,85,0,0,0,0,0,0,615,0,0,0,0,0,125,0,0,0,0,0,80,0,1403.84
1141,NA,19,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,35,"sunday",FALSE,NA,0,325,35,60,0,0,0,0,0,0,430,0,0,0,0,0,425,0,0,0,0,0,135,0,320
1142,NA,75,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"friday",FALSE,NA,0,620,0,25,448,0,0,0,0,0,0,0,0,5,0,0,90,0,0,0,0,80,51,0,NA
1143,11,46,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",2,55,"saturday",FALSE,NA,105,570,0,30,15,0,0,510,0,0,20,0,0,0,0,0,60,0,0,0,0,0,45,1,1500
1144,5,39,"M","tertiary","asian","non-latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,580,550,0,80,120,0,0,50,0,0,0,0,0,25,0,0,80,0,40,0,0,0,100,1,1661.53
1145,NA,25,"M","primary","black","non-latino","metropolis","unemployed",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,834,0,3,0,0,0,0,0,0,0,0,180,0,0,0,240,0,0,0,0,0,15,0,NA
1146,13,37,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",3,NA,"saturday",FALSE,NA,0,300,0,170,0,0,0,0,0,0,0,0,0,22,60,0,179,240,120,0,0,0,92,1,NA
